id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait
smp-SM176,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,PLANETA Otani,Eevee-GX,SM176,['Colorless'],Pokémon,"['Basic', 'GX']",,160,,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']","[{'name': 'Ascension DNA', 'text': ""Once during your turn (before your attack), if you have a Pokémon in your hand that evolves from Eevee, you may put that card onto this Pokémon to evolve it. Before evolving, heal all damage from this Pokémon. You can't use this Ability during your first turn or on the turn this Pokémon was put into play."", 'type': 'Ability'}]","[{'name': 'Boost Dash', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': ''}, {'name': 'Joy Maker-GX', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Put 3 cards from your discard pile into your hand. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Promo,,[133],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM177,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Shin Nagasawa,Meltan,SM177,['Metal'],Pokémon,['Basic'],,60,,['Melmetal'],,"[{'name': 'Multiply', 'cost': ['Metal'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for Meltan and put it onto your Bench. Then, shuffle your deck.'}, {'name': 'Beam', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Promo,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",[808],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]",,,
smp-SM178,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,PLANETA Otani,Melmetal-GX,SM178,['Metal'],Pokémon,"['Stage 1', 'GX']",,220,Meltan,,"[{'name': 'Hard Coat', 'text': 'This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).', 'type': 'Ability'}]","[{'name': 'Metal Blast', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '110+', 'text': 'This attack does 20 more damage times the amount of Metal Energy attached to this Pokémon.'}, {'name': 'Iron Force-GX', 'cost': ['Metal'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Attach any number of Metal Energy cards from your discard pile to this Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,,[809],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]","['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM179,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Hasuno,Volcanion,SM179,['Fire'],Pokémon,['Basic'],,120,,,,"[{'name': 'Flare Starter', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Search your deck for a Fire Energy card and attach it to 1 of your Pokémon. If you go second and it's your first turn, instead search for up to 3 Fire Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.""}, {'name': 'High-Heat Blast', 'cost': ['Fire', 'Fire'], 'convertedEnergyCost': 2, 'damage': '50+', 'text': 'If you have at least 4 Fire Energy in play, this attack does 60 more damage.'}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,It lets out billows of steam and disappears into the dense fog. It's said to live in mountains where humans do not tread.,[721],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM18,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,TOKIYA,Alolan Sandslash,SM18,['Water'],Pokémon,['Stage 1'],,110,Alolan Sandshrew,,"[{'name': 'Slush Rush', 'text': 'Once during your turn (before your attack), you may draw a card.', 'type': 'Ability'}]","[{'name': 'Smash Turn', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]","[{'type': 'Metal', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"Fleeing a volcanic eruption, it settled on a snowy mountain. As it races through the snowfields, it sends up a spray of snow.",[28],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM180,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Hiroki Asanuma,Stakataka,SM180,['Fighting'],Pokémon,"['Basic', 'Ultra Beast']",,120,,,"[{'name': 'Wall of Stone', 'text': ""If your opponent has 3 or fewer Prize cards remaining, this Pokémon's maximum HP is 200."", 'type': 'Ability'}]","[{'name': 'Top Down', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '110', 'text': ""Flip a coin until you get tails. For each heads, discard the top card of your opponent's deck.""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,[805],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM181,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,TOKIYA,Melmetal,SM181,['Metal'],Pokémon,['Stage 1'],,150,Meltan,,"[{'name': 'Metal Eater', 'text': 'Once during your turn (before your attack), you may discard a Metal Pokémon from your hand. If you do, heal 100 damage from this Pokémon.', 'type': 'Ability'}]","[{'name': 'Heavy Impact', 'cost': ['Metal', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '130', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",[809],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]",,,
smp-SM182,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,tetsuya koizumi,Persian,SM182,['Colorless'],Pokémon,['Stage 1'],,100,Meowth,,"[{'name': 'Gathering of Cats', 'text': 'Ignore all Energy in the attack costs of each of your Pokémon in play that has the Caturday attack.', 'type': 'Ability'}]","[{'name': 'Claw Slash', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '90', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",,,Promo,"Although the jewel on its forehead appears to be a different color than those of Alolan Persian, it's mostly made of the same material.",[53],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM183,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Aya Kusube,Pikachu,SM183,['Lightning'],Pokémon,['Basic'],,70,,['Raichu'],,"[{'name': 'Thunder Jolt', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': 'This Pokémon does 20 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Promo,It's in its nature to store electricity. It feels stressed now and then if it's unable to fully discharge the electricity.,[25],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Metal', 'value': '-20'}]",,,
smp-SM184,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Mizue,Eevee,SM184,['Colorless'],Pokémon,['Basic'],,50,,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",,"[{'name': 'Find a Friend', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'name': 'Smash Kick', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Promo,Current studies show it can evolve into an incredible eight different species of Pokémon.,[133],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM185,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Hideki Ishikawa,Typhlosion,SM185,['Fire'],Pokémon,['Stage 2'],,150,Quilava,,,"[{'name': 'Exploder', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 3 Fire Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.'}, {'name': 'Bursting Inferno', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': ""Your opponent's Active Pokémon is now Burned.""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions.",[157],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM186,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Shin Nagasawa,Flareon,SM186,['Fire'],Pokémon,['Stage 1'],,110,Eevee,,,"[{'name': 'Bite', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Fire Spin', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '130', 'text': 'Discard 2 Fire Energy from this Pokémon.'}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"If it inhales deeply, that's a sign it's about to attack. Prepare to be hit by flames of over 3,000 degrees Fahrenheit!",[136],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM187,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,5ban Graphics,Alolan Marowak-GX,SM187,['Fire'],Pokémon,"['Stage 1', 'GX']",,200,Cubone,,"[{'name': 'Cursed Body', 'text': ""If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Confused."", 'type': 'Ability'}]","[{'name': 'Fiery Bone', 'cost': ['Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '90', 'text': ""Your opponent's Active Pokémon is now Burned.""}, {'name': 'Lost Boomerang-GX', 'cost': [], 'convertedEnergyCost': 0, 'damage': '', 'text': ""This attack does 50 damage to 2 of your opponent's Pokémon. This damage isn't affected by Weakness or Resistance. If a Pokémon is Knocked Out by this damage, put that Pokémon and all cards attached to it in the Lost Zone instead of the discard pile. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,,[105],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM188,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,aky CG Works,Kangaskhan-GX,SM188,['Colorless'],Pokémon,"['Basic', 'GX']",,180,,,,"[{'name': 'Split Spiral Punch', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Enraged Strike', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80+', 'text': ""If your opponent's Active Pokémon is Confused, this attack does 80 more damage.""}, {'name': 'Familial Combo-GX', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '150', 'text': ""Draw 5 cards. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,[115],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM189,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,sadaji,Blastoise-GX,SM189,['Water'],Pokémon,"['Stage 2', 'GX']",,240,Wartortle,,"[{'name': 'Solid Shell', 'text': 'This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).', 'type': 'Ability'}]","[{'name': 'Rocket Splash', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '60×', 'text': 'Shuffle any amount of Water Energy from your Pokémon into your deck. This attack does 60 damage for each card you shuffled into your deck in this way.'}, {'name': 'Giant Geyser-GX', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Attach any number of Water Energy cards from your hand to your Pokémon in any way you like. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,[9],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM19,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,TOKIYA,Oricorio,SM19,['Psychic'],Pokémon,['Basic'],,90,,,,"[{'name': 'Supernatural Dance', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""For each Pokémon in your opponent's discard pile, put 1 damage counter on your opponent's Pokémon in any way you like.""}, {'name': 'Revelation Dance', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'If there is no Stadium card in play, this attack does nothing.'}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1,Promo,"This Oricorio has sipped purple nectar. Its elegant, attractive dance will send the minds and hearts of its enemies to another world.",[741],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",,,
smp-SM190,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Framestore,Detective Pikachu,SM190,['Lightning'],Pokémon,['Basic'],,90,,['Raichu'],,"[{'name': 'Coffee Break', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 30 damage from this Pokémon.'}, {'name': 'Corkscrew Punch', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"He was the partner of Tim's father, Harry, who has gone missing. This Pikachu loves the dark coffee at the Hi-Hat Cafe.",[25],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Metal', 'value': '-20'}]",,,
smp-SM191,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,sui,Mewtwo & Mew-GX,SM191,['Psychic'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,,,"[{'name': 'Perfection', 'text': 'This Pokémon can use the attacks of any Pokémon-GX or Pokémon-EX on your Bench or in your discard pile. (You still need the necessary Energy to use each attack.)', 'type': 'Ability'}]","[{'name': 'Miraculous Duo-GX', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '200', 'text': ""If this Pokémon has at least 1 extra Energy attached to it (in addition to this attack's cost), heal all damage from all of your Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,,"[150, 151]","{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,
smp-SM192,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,nagimiso,Lucario & Melmetal-GX,SM192,['Metal'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",,260,,,,"[{'name': 'Steel Fist', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': 'Search your deck for a Metal Energy card and attach it to this Pokémon. Then, shuffle your deck.'}, {'name': 'Heavy Impact', 'cost': ['Metal', 'Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '150', 'text': ''}, {'name': 'Full Metal Wall-GX', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""For the rest of this game, your Metal Pokémon take 30 less damage from your opponent's attacks (after applying Weakness and Resistance). If this Pokémon has at least 1 extra Energy attached to it (in addition to this attack's cost), discard all Energy from your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,"[448, 809]","{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]","['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,
smp-SM193,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Anesaki Dynamic,Garchomp & Giratina-GX,SM193,['Dragon'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,,,,"[{'name': 'Linear Attack', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'name': 'Calamitous Slash', 'cost': ['Psychic', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '160+', 'text': ""If your opponent's Active Pokémon already has any damage counters on it, this attack does 80 more damage.""}, {'name': 'GG End-GX', 'cost': ['Psychic', 'Psychic', 'Fighting'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Discard 1 of your opponent's Pokémon and all cards attached to it. If this Pokémon has at least 3 extra Fighting Energy attached to it (in addition to this attack's cost), discard 2 of your opponent's Pokémon instead. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fairy', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,"[445, 487]","{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,
smp-SM194,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,MPC Film,Detective Pikachu,SM194,['Lightning'],Pokémon,['Basic'],,90,,['Raichu'],,"[{'name': 'Brilliant Deduction', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Look at the top 4 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"Skilled in deduction, he's a self-proclaimed ""great detective."" His detective hat is his trademark.",[25],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Metal', 'value': '-20'}]",,,
smp-SM195,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Framestore,Charizard-GX,SM195,['Fire'],Pokémon,"['Stage 2', 'GX']",,250,Charmeleon,,,"[{'name': 'Raging Destruction', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Discard the top 8 cards of your deck. If any of those cards are Fire Energy cards, attach them to this Pokémon.'}, {'name': 'Steam Artillery', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 5, 'damage': '200', 'text': ''}, {'name': 'Dreadful Flames-GX', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 5, 'damage': '250', 'text': ""Discard an Energy from each of your opponent's Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,,[6],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM196,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,MPC Film,Mewtwo-GX,SM196,['Psychic'],Pokémon,"['Basic', 'GX']",,190,,,,"[{'name': 'Telekinesis', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""This attack does 50 damage to 1 of your opponent's Pokémon. This damage isn't affected by Weakness or Resistance.""}, {'name': 'Reigning Pulse', 'cost': ['Psychic', 'Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Psychic Nova-GX', 'cost': ['Psychic', 'Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '180', 'text': ""Prevent all damage done to this Pokémon by attacks during your opponent's next turn. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,,[150],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM197,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,MPC Film,Greninja-GX,SM197,['Water'],Pokémon,"['Stage 2', 'GX']",,230,Frogadier,,"[{'name': 'Elusive Master', 'text': 'Once during your turn (before your attack), if this Pokémon is the last card in your hand, you may play it onto your Bench. If you do, draw 3 cards.', 'type': 'Ability'}]","[{'name': 'Mist Slash', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '130', 'text': ""This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.""}, {'name': 'Dark Mist-GX', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Put 1 of your opponent's Benched Pokémon and all cards attached to it into your opponent's hand. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1,Promo,,[658],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM198,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,MPC Film,Bulbasaur,SM198,['Grass'],Pokémon,['Basic'],,70,,['Ivysaur'],,"[{'name': 'Ram', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Vine Whip', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,A strange seed was planted on its back at birth. The plant sprouts and grows with this Pokémon.,[1],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM199,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Framestore,Psyduck,SM199,['Water'],Pokémon,['Basic'],,70,,['Golduck'],,"[{'name': 'Scratch', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"Using psychokinesis gives it a headache, so it normally passes the time spacing out and doing as little as possible.",[54],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM20,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Mitsuhiro Arita,Mudsdale,SM20,['Fighting'],Pokémon,['Stage 1'],,140,Mudbray,,,"[{'name': 'Enhanced Stomp', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60+', 'text': 'If this Pokémon has a Pokémon Tool card attached to it, this attack does 60 more damage.'}, {'name': 'High Horsepower', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '180', 'text': 'This Pokémon does 40 damage to itself.'}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",[750],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM200,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Framestore,Snubbull,SM200,['Fairy'],Pokémon,['Basic'],,60,,['Granbull'],,"[{'name': 'Bite', 'cost': ['Fairy'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Paralyzing Gaze', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]","[{'type': 'Metal', 'value': '×2'}]",['Colorless'],1,Promo,It grows close to others easily and is also easily spoiled. The disparity between its face and its actions makes many young people wild about it.,[209],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Darkness', 'value': '-20'}]",,,
smp-SM201,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Ryota Murayama,Reshiram & Charizard-GX,SM201,['Fire'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,,,,"[{'name': 'Outrage', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30+', 'text': 'This attack does 10 more damage for each damage counter on this Pokémon.'}, {'name': 'Flare Strike', 'cost': ['Fire', 'Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '230', 'text': ""This Pokémon can't use Flare Strike during your next turn.""}, {'name': 'Double Blaze-GX', 'cost': ['Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 3, 'damage': '200+', 'text': ""If this Pokémon has at least 3 extra Fire Energy attached to it (in addition to this attack's cost), this attack does 100 more damage, and this attack's damage isn't affected by any effects on your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,"[6, 643]","{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,
smp-SM202,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,MAHOU,Amoonguss,SM202,['Grass'],Pokémon,['Stage 1'],,100,Foongus,,"[{'name': 'Bursting Spores', 'text': ""Whenever you play a Pokémon that has the Spore attack from your hand during your turn, you may leave your opponent's Active Pokémon Asleep and Poisoned."", 'type': 'Ability'}]","[{'name': 'Venoshock', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20+', 'text': ""If your opponent's Active Pokémon is Poisoned, this attack does 70 more damage.""}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this.",[591],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM203,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Ryuta Fuse,Tapu Fini,SM203,['Water'],Pokémon,['Basic'],,120,,,,"[{'name': 'Razor Fin', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Nature Wave', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': 'If your opponent has any Ultra Beasts in play, this attack can be used for Colorless.'}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1,Promo,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.",[788],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
