id,image_url,caption,name,hp,set_name
swsh1-92,https://images.pokemontcg.io/swsh1/92_hires.png,"A Basic Pokemon Card of type Fighting with the title Diglett and 60 HP of rarity Common from the set Sword & Shield and the flavor text: If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops. It has the attack Scratch with the cost Fighting, the energy cost 1 and the damage of 10. It has weakness against Grass 2. ",Diglett,60,Sword & Shield
sm4-82,https://images.pokemontcg.io/sm4/82_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Staravia and 80 HP of rarity Uncommon evolved from Starly from the set Crimson Invasion and the flavor text: They maintain huge flocks, although fierce scuffles break out between various flocks. It has the attack Flap with the cost Colorless, the energy cost 1 and the damage of 20. It has the attack Wing Attack with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 60. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Staravia,80,Crimson Invasion
sm2-88,https://images.pokemontcg.io/sm2/88_hires.png,"A Basic Pokemon Card of type Fairy with the title Clefairy and 60 HP of rarity Common from the set Guardians Rising and the flavor text: Its adorable behavior and appearance make it popular with men and women, young and old. Its numbers are few, however. It has the attack Slap with the cost Fairy, the energy cost 1 and the damage of 10. It has the attack Follow Me with the cost Colorless, Colorless, the energy cost 2 with the description: Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. It has weakness against Metal 2. It has resistance against Darkness -20. ",Clefairy,60,Guardians Rising
hgss2-91,https://images.pokemontcg.io/hgss2/91_hires.png,"A LEGEND Pokemon Card of type Fire, Lightning with the title Entei & Raikou LEGEND and 140 HP of rarity LEGEND from the set HSUnleashed.  It has the attack Detonation Spin with the cost Fire, Colorless, the energy cost 2 and the damage of 90 with the description: Discard a Fire Energy attached to Entei & Raikou LEGEND. It has the attack Thunder Fall with the cost Lightning, Colorless, the energy cost 2 with the description: Discard all Energy attached to Entei & Raikou LEGEND. This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's). This attack's damage isn't affected by Weakness or Resistance. It has weakness against Water 2 and . Fighting 2. ",Entei & Raikou LEGEND,140,HS—Unleashed
sm5-90,https://images.pokemontcg.io/sm5/90_hires.png,"A Basic, GX Pokemon Card of type Metal with the title Dusk Mane Necrozma-GX and 190 HP of rarity Rare Holo GX from the set Ultra Prism.  It has the attack Claw Slash with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 60. It has the attack Meteor Tempest with the cost Metal, Metal, Metal, Colorless, the energy cost 4 and the damage of 220 with the description: Discard 3 Energy from this Pokemon. It has the attack Sun's Eclipse-GX with the cost Metal, Metal, Metal, the energy cost 3 and the damage of 250 with the description: You can use this attack only if you have more Prize cards remaining than your opponent. (You can't use more than 1 GX attack in a game.) It has weakness against Fire 2. It has resistance against Psychic -20. ",Dusk Mane Necrozma-GX,190,Ultra Prism
sm7-91,https://images.pokemontcg.io/sm7/91_hires.png,"A Basic Pokemon Card of type Metal with the title Mawile and 70 HP of rarity Uncommon from the set Celestial Storm and the flavor text: Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams. It has the attack Mining with the cost Colorless, the energy cost 1 with the description: Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck. If that card is a Pokemon Tool card, instead of putting it into your hand, you may attach it to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. It has the attack Bite Off with the cost Metal, Colorless, the energy cost 2 and the damage of 20+ with the description: If your opponent's Active Pokemon is a Pokemon-GX or a Pokemon-EX, this attack does 30 more damage (before applying Weakness and Resistance). It has weakness against Fire 2. It has resistance against Psychic -20. ",Mawile,70,Celestial Storm
ex1-79,https://images.pokemontcg.io/ex1/79_hires.png,"A Basic Pokemon Card of type Colorless with the title Zigzagoon and 40 HP of rarity Common from the set Ruby & Sapphire.  It has the attack Fury Swipes with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip 3 coins. This attack does 10 damage times the number of heads. It has weakness against Fighting 2. ",Zigzagoon,40,Ruby & Sapphire
xy8-87,https://images.pokemontcg.io/xy8/87_hires.png,"A Basic Pokemon Card of type Fighting with the title Hawlucha and 80 HP of rarity Rare from the set BREAKthrough and the flavor text: With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against. It has the attack High Jump Kick with the cost Fighting, the energy cost 1 and the damage of 20. It has the attack Skyward Kick with the cost Fighting, Fighting, the energy cost 2 and the damage of 40 with the description: This attack's damage isn't affected by Resistance. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Hawlucha,80,BREAKthrough
dp2-85,https://images.pokemontcg.io/dp2/85_hires.png,"A Basic Pokemon Card of type Colorless with the title Gible and 50 HP of rarity Common from the set Mysterious Treasures and the flavor text: It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close. It has the attack Push Down with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. It has weakness against Colorless +10. ",Gible,50,Mysterious Treasures
base6-86,https://images.pokemontcg.io/base6/86_hires.png,"A Basic Pokemon Card of type Lightning with the title Pikachu and 50 HP of rarity Common from the set Legendary Collection and the flavor text: When several of these Pokemon gather, their electricity can build and cause lightning storms. It has the attack Spark with the cost Lightning, Lightning, the energy cost 2 and the damage of 20 with the description: If your opponent has any Benched Pokemon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Fighting 2. ",Pikachu,50,Legendary Collection
ex11-87,https://images.pokemontcg.io/ex11/87_hires.png,"A Basic Pokemon Card of type Grass with the title Weedle and 50 HP of rarity Common from the set Delta Species.  It has the attack String Shot with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has weakness against Fire 2. ",Weedle,50,Delta Species
hgss3-90,https://images.pokemontcg.io/hgss3/90_hires.png,"A LEGEND Pokemon Card of type Colorless, Psychic with the title Rayquaza & Deoxys LEGEND and 140 HP of rarity LEGEND from the set HSUndaunted.  It has the attack Ozone Buster with the cost Fire, Fire, Lightning, Colorless, the energy cost 4 and the damage of 150 with the description: Discard all Fire Energy attached to Rayquaza & Deoxys LEGEND. It has the ability Space Virus with the description: If your opponent's Pokemon is Knocked Out by damage from an attack of Rayquaza & Deoxys LEGEND, take 1 more Prize card. It has weakness against Colorless 2 and . Psychic 2. ",Rayquaza & Deoxys LEGEND,140,HS—Undaunted
bw9-92,https://images.pokemontcg.io/bw9/92_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Noctowl and 90 HP of rarity Uncommon evolved from Hoothoot from the set Plasma Freeze and the flavor text: Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light. It has the attack Powerful Vision with the cost Colorless, Colorless, the energy cost 2 and the damage of 10 with the description: Does 10 damage times the number of cards in your opponent's hand. It has the attack Fly with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Noctowl,90,Plasma Freeze
gym1-94,https://images.pokemontcg.io/gym1/94_hires.png,"A Basic Pokemon Card of type Psychic with the title Sabrina's Mr. Mime and 50 HP of rarity Common from the set Gym Heroes.  It has the attack Sleight of Hand with the cost Colorless, the energy cost 1 with the description: Choose up to 3 cards from your hand and put them on top of your deck. Then search your deck for that many basic Energy cards. Show those cards to your opponent, then put them into your hand. Shuffle your deck afterward. It has the attack Slap with the cost Psychic, Colorless, the energy cost 2 and the damage of 20. It has weakness against Psychic 2. ",Sabrina's Mr. Mime,50,Gym Heroes
sm11-86,https://images.pokemontcg.io/sm11/86_hires.png,"A Basic Pokemon Card of type Psychic with the title Giratina and 130 HP of rarity Rare Holo from the set Unified Minds and the flavor text: This Pokemon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange. It has the attack Fade to Black with the cost Psychic, Colorless, Colorless, the energy cost 3 and the damage of 70 with the description: Your opponent's Active Pokemon is now Confused. It has the ability Dimension Breach with the description: When you play this Pokemon from your hand onto your Bench during your turn, you may discard a Special Energy from your opponent's Active Pokemon. It has weakness against Darkness 2. It has resistance against Fighting -20. ",Giratina,130,Unified Minds
xy9-82,https://images.pokemontcg.io/xy9/82_hires.png,"A Stage 1 Pokemon Card of type Fairy with the title Clefable and 100 HP of rarity Rare evolved from Clefairy from the set BREAKpoint and the flavor text: A timid fairy Pokemon that is rarely seen, it will run and hide the moment it senses people. It has the attack Moon Barrier with the cost Fairy, the energy cost 1 and the damage of 30 with the description: During your opponent's next turn, prevent all effects of attacks, including damage, done to this Pokemon by Dragon Pokemon. It has the attack Tumbling Attack with the cost Fairy, Colorless, Colorless, the energy cost 3 and the damage of 50+ with the description: Flip a coin. If heads, this attack does 30 more damage. It has weakness against Metal 2. It has resistance against Darkness -20. ",Clefable,100,BREAKpoint
dp1-92,https://images.pokemontcg.io/dp1/92_hires.png,"A Basic Pokemon Card of type Fighting with the title Onix and 90 HP of rarity Common from the set Diamond & Pearl and the flavor text: When it travels underground, it causes rumbling and tremors. It can move at 50 mph. It has the attack Tunneling with the cost Fighting, the energy cost 1 with the description: Choose up to 2 of your opponent's Benched Pokemon. This attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokemon.) Onix can't attack during your next turn. It has the attack Headbutt with the cost Colorless, Colorless, the energy cost 2 and the damage of 20. It has weakness against Grass +20. ",Onix,90,Diamond & Pearl
bw4-94,https://images.pokemontcg.io/bw4/94_hires.png,"A Basic, EX Pokemon Card of type Grass with the title Shaymin-EX and 110 HP of rarity Rare Ultra from the set Next Destinies.  It has the attack Synthesis with the cost Grass, the energy cost 1 with the description: Search your deck for a Grass Energy card and attach it to 1 of your Pokemon. Shuffle your deck afterward. It has the attack Revenge Blast with the cost Grass, Colorless, the energy cost 2 and the damage of 30+ with the description: Does 30 more damage for each Prize card your opponent has taken. It has weakness against Fire 2. It has resistance against Fighting -20. ",Shaymin-EX,110,Next Destinies
xy7-92,https://images.pokemontcg.io/xy7/92_hires.png,"A MEGA, EX Pokemon Card of type Darkness with the title M Tyranitar-EX and 240 HP of rarity Rare Ultra evolved from Tyranitar-EX from the set Ancient Origins.  It has the attack Destroyer King with the cost Darkness, Darkness, Colorless, Colorless, the energy cost 4 and the damage of 110+ with the description: This attack does 60 more damage for each damage counter on your opponent's Active Pokemon. It has weakness against Fighting 2. It has resistance against Psychic -20. ",M Tyranitar-EX,240,Ancient Origins
xy5-94,https://images.pokemontcg.io/xy5/94_hires.png,"A MEGA, EX Pokemon Card of type Metal with the title M Aggron-EX and 240 HP of rarity Rare Holo EX evolved from Aggron-EX from the set Primal Clash.  It has the attack Megaton Slam with the cost Metal, Metal, Colorless, Colorless, the energy cost 4 and the damage of 120+ with the description: You may flip a coin. If heads, this attack does 120 more damage. If tails, this attack does 20 damage to each of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Fire 2. It has resistance against Psychic -20. ",M Aggron-EX,240,Primal Clash
xy4-84,https://images.pokemontcg.io/xy4/84_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Loudred and 90 HP of rarity Uncommon evolved from Whismur from the set Phantom Forces and the flavor text: It shouts loudly by inhaling air, and then using its well-developed stomach muscles to exhale. It has the attack Pound with the cost Colorless, Colorless, the energy cost 2 and the damage of 30. It has the attack Energy Press with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 30+ with the description: This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon. It has weakness against Fighting 2. ",Loudred,90,Phantom Forces
dp4-84,https://images.pokemontcg.io/dp4/84_hires.png,"A Basic Pokemon Card of type Colorless with the title Snubbull and 60 HP of rarity Common from the set Great Encounters and the flavor text: Small Pokemon flee from its scary face. It is, however, considered by women to be cute. It has the attack Roar with the cost Colorless, the energy cost 1 with the description: Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. It has the attack Bite with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 30. It has weakness against Fighting +10. ",Snubbull,60,Great Encounters
bw10-99,https://images.pokemontcg.io/bw10/99_hires.png,"A Basic, EX Pokemon Card of type Dragon with the title Dialga-EX and 180 HP of rarity Rare Ultra from the set Plasma Blast.  It has the attack Reverse Edge with the cost Psychic, Metal, Colorless, the energy cost 3 and the damage of 50 with the description: Flip a coin. If heads, put a card from your discard pile into your hand. It has the attack Fast Forward with the cost Colorless, Colorless, Colorless, Colorless, the energy cost 4 and the damage of 90 with the description: For each Plasma Energy attached to this Pokemon, discard the top card of your opponent's deck. It has weakness against Dragon 2. ",Dialga-EX,180,Plasma Blast
swsh2-87,https://images.pokemontcg.io/swsh2/87_hires.png,"A Stage 1 Pokemon Card of type Psychic with the title Alcremie and 110 HP of rarity Rare evolved from Milcery from the set Rebel Clash and the flavor text: When it trusts a Trainer, it will treat them to berries it's decorated with cream. It has the attack Decorate with the cost Colorless, the energy cost 1 with the description: Attach any number of basic Energy cards from your hand to your Pokemon in any way you like. It has the attack Draining Kiss with the cost Psychic, Colorless, the energy cost 2 and the damage of 50 with the description: Heal 30 damage from this Pokemon. It has weakness against Metal 2. ",Alcremie,110,Rebel Clash
bw3-88,https://images.pokemontcg.io/bw3/88_hires.png,"A Stage 2 Pokemon Card of type Colorless with the title Haxorus and 140 HP of rarity Rare Holo evolved from Fraxure from the set Noble Victories and the flavor text: They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel. It has the attack Dual Chop with the cost Colorless, Colorless, the energy cost 2 and the damage of 50 with the description: Flip 2 coins. This attack does 50 damage times the number of heads. It has the attack Giga Impact with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 120 with the description: This Pokemon can't attack during your next turn. ",Haxorus,140,Noble Victories
bw6-90,https://images.pokemontcg.io/bw6/90_hires.png,"A Stage 2 Pokemon Card of type Dragon with the title Garchomp and 140 HP of rarity Rare Holo evolved from Gabite from the set Dragons Exalted and the flavor text: It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees. It has the attack Mach Cut with the cost Fighting, the energy cost 1 and the damage of 60 with the description: Discard a Special Energy attached to the Defending Pokemon. It has the attack Dragonblade with the cost Water, Fighting, the energy cost 2 and the damage of 100 with the description: Discard the top 2 cards of your deck. It has weakness against Dragon 2. ",Garchomp,140,Dragons Exalted
ecard1-83,https://images.pokemontcg.io/ecard1/83_hires.png,"A Basic Pokemon Card of type Water with the title Jynx and 60 HP of rarity Uncommon from the set Expedition Base Set.  It has the attack Ice Punch with the cost Water, Colorless, the energy cost 2 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has the attack Powder Snow with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 20 with the description: The Defending Pokemon is now Asleep. It has weakness against Metal 2. ",Jynx,60,Expedition Base Set
pl3-88,https://images.pokemontcg.io/pl3/88_hires.png,"A Basic Pokemon Card of type Grass with the title Yanma and 70 HP of rarity Uncommon from the set Supreme Victors and the flavor text: It can hover is one spot by flapping its wings at high speed. It flits about to guard its territory. It has the attack Supersonic with the cost Colorless, the energy cost 1 with the description: Flip a coin. If heads, the Defending Pokemon is now Confused. It has the attack Air Slash with the cost Grass, the energy cost 1 and the damage of 20 with the description: Flip a coin. If tails, discard an Energy attached to Yanma. It has weakness against Lightning +20. It has resistance against Fighting -20. ",Yanma,70,Supreme Victors
sm3-88,https://images.pokemontcg.io/sm3/88_hires.png,"A Basic, GX Pokemon Card of type Darkness with the title Darkrai-GX and 180 HP of rarity Rare Holo GX from the set Burning Shadows.  It has the attack Dark Cleave with the cost Darkness, Darkness, Colorless, the energy cost 3 and the damage of 130 with the description: This attack's damage isn't affected by Resistance. It has the attack Dead End-GX with the cost Darkness, Darkness, Colorless, the energy cost 3 with the description: If your opponent's Active Pokemon is affected by a Special Condition, that Pokemon is Knocked Out. (You can't use more than 1 GX attack in a game.) It has the ability Restoration with the description: Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put it onto your Bench. Then, attach a Darkness Energy card from your discard pile to this Pokemon. It has weakness against Fighting 2. It has resistance against Psychic -20. ",Darkrai-GX,180,Burning Shadows
sm9-93,https://images.pokemontcg.io/sm9/93_hires.png,"A Stage 1 Pokemon Card of type Darkness with the title Mandibuzz and 120 HP of rarity Rare evolved from Vullaby from the set Team Up and the flavor text: It circles in the sky, keeping a keen eye out for Pokemon in a weakened state. Its choicest food is Cubone. It has the attack Trash Crash with the cost Darkness, the energy cost 1 with the description: Discard an Item card from your hand. If you do, this attack does 60 damage to 1 of your opponent's Pokemon. This damage isn't affected by Weakness or Resistance. It has the attack Brave Bird with the cost Darkness, Colorless, Colorless, the energy cost 3 and the damage of 120 with the description: This Pokemon does 30 damage to itself. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Mandibuzz,120,Team Up
ex4-93,https://images.pokemontcg.io/ex4/93_hires.png,"A Stage 2, EX Pokemon Card of type Grass with the title Sceptile ex and 150 HP of rarity Rare Holo EX evolved from Grovyle from the set Team Magma vs Team Aqua.  It has the attack Green Heal with the cost Grass, the energy cost 1 with the description: Remove 4 damage counters from each of your Pokemon that has Grass Energy attached. If that Pokemon has less than 4 damage counters, remove all of them. It has the attack Poison Ring with the cost Grass, Colorless, Colorless, the energy cost 3 and the damage of 40 with the description: The Defending Pokemon is now Poisoned. The Defending Pokemon can't retreat until the end of your opponent's next turn. It has the attack Slashing Strike with the cost Grass, Grass, Colorless, Colorless, Colorless, the energy cost 5 and the damage of 100 with the description: Sceptile ex can't use Slashing Strike during your next turn. It has weakness against Grass 2 and . Fire 2. It has resistance against Water -30. ",Sceptile ex,150,Team Magma vs Team Aqua
ecard3-57,https://images.pokemontcg.io/ecard3/57_hires.png,"A Basic Pokemon Card of type Psychic with the title Gastly and 50 HP of rarity Common from the set Skyridge.  It has the attack Haunt with the cost Psychic, the energy cost 1 with the description: Put a damage counter on the Defending Pokemon. It has weakness against Darkness 2. It has resistance against Fighting -30. ",Gastly,50,Skyridge
sm6-84,https://images.pokemontcg.io/sm6/84_hires.png,"A Basic Pokemon Card of type Fairy with the title Flabebe and 40 HP of rarity Common from the set Forbidden Light and the flavor text: When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind's embrace with an untroubled heart. It has the attack Secret Blessings with the cost Fairy, the energy cost 1 with the description: Shuffle 3 in any combination of Pokemon and basic Energy cards from your discard pile into your deck. It has weakness against Metal 2. It has resistance against Darkness -20. ",Flabébé,40,Forbidden Light
gym2-96,https://images.pokemontcg.io/gym2/96_hires.png,"A Basic Pokemon Card of type Psychic with the title Sabrina's Gastly and 30 HP of rarity Common from the set Gym Challenge.  It has the attack Lick with the cost Psychic, the energy cost 1 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has the attack Fade Out with the cost Psychic, Psychic, the energy cost 2 and the damage of 30 with the description: Return Sabrina's Gastly and all Energy cards attached to it to your hand. (Discard all other cards attached to Sabrina's Gastly.) It has resistance against Fighting -30. ",Sabrina's Gastly,30,Gym Challenge
xy2-101,https://images.pokemontcg.io/xy2/101_hires.png,"A Basic, EX Pokemon Card of type Lightning with the title Magnezone-EX and 180 HP of rarity Rare Ultra from the set Flashfire.  It has the attack Electro Ball with the cost Colorless, Colorless, the energy cost 2 and the damage of 40. It has the attack Dual Bullet with the cost Lightning, Lightning, Lightning, the energy cost 3 with the description: This attack does 50 damage to 2 of your opponent's Pokemon. (Don't apply Weakness or Resistance for Benched Pokemon.) It has weakness against Fighting 2. It has resistance against Metal -20. ",Magnezone-EX,180,Flashfire
bw7-94,https://images.pokemontcg.io/bw7/94_hires.png,"A Stage 1 Pokemon Card of type Metal with the title Scizor and 120 HP of rarity Rare Holo evolved from Scyther from the set Boundaries Crossed and the flavor text: It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously. It has the attack Steel Slash with the cost Colorless, Colorless, the energy cost 2 and the damage of 40 with the description: During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Pokemon-EX. It has the attack Slashing Strike with the cost Metal, Colorless, Colorless, the energy cost 3 and the damage of 100 with the description: This Pokemon can't use Slashing Strike during your next turn. It has weakness against Fire 2. It has resistance against Psychic -20. ",Scizor,120,Boundaries Crossed
swsh3-85,https://images.pokemontcg.io/swsh3/85_hires.png,"A Stage 1 Pokemon Card of type Fighting with the title Dugtrio and 90 HP of rarity Uncommon evolved from Diglett from the set Darkness Ablaze and the flavor text: A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground. It has the attack Dig with the cost Fighting, the energy cost 1 and the damage of 30 with the description: Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon. It has the attack Mud Bomb with the cost Fighting, Colorless, the energy cost 2 and the damage of 70. It has weakness against Grass 2. ",Dugtrio,90,Darkness Ablaze
neo4-91,https://images.pokemontcg.io/neo4/91_hires.png,"A Basic Pokemon Card of type Fire with the title Vulpix and 50 HP of rarity Common from the set Neo Destiny and the flavor text: As it grows older, its white tail changes colors and splits into six different tails. Its body radiates a faint warmth. It has the attack Ember with the cost Fire, Colorless, the energy cost 2 and the damage of 30 with the description: Discard 1 Fire Energy card attached to Vulpix in order to use this attack. It has weakness against Water 2. ",Vulpix,50,Neo Destiny
bw11-94,https://images.pokemontcg.io/bw11/94_hires.png,"A Basic Pokemon Card of type Dragon with the title Gible and 50 HP of rarity Common from the set Legendary Treasures and the flavor text: It attacks using its huge mouth. While its attacks are powerful, it hurts itself out of clumsiness, too. It has the attack Tackle with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Gnaw with the cost Water, Fighting, the energy cost 2 and the damage of 20. It has weakness against Dragon 2. ",Gible,50,Legendary Treasures
xy3-78,https://images.pokemontcg.io/xy3/78_hires.png,"A Basic Pokemon Card of type Colorless with the title Lickitung and 90 HP of rarity Common from the set Furious Fists and the flavor text: Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful. It has the attack Lunge with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: Flip a coin. If tails, this attack does nothing. It has weakness against Fighting 2. ",Lickitung,90,Furious Fists
smp-SM85,https://images.pokemontcg.io/smp/SM85_hires.png,"A Basic Pokemon Card of type Psychic with the title Marshadow and 70 HP of rarity Promo from the set SM Black Star Promos and the flavor text: Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth. It has the attack Shadow Punch with the cost Psychic, Colorless, the energy cost 2 and the damage of 30 with the description: This attack's damage isn't affected by Resistance. It has the ability Let Loose with the description: When you play this Pokemon from your hand onto your Bench during your turn, you may have each player shuffle their hand into their deck and draw 4 cards. It has weakness against Darkness 2. It has resistance against Fighting -20. ",Marshadow,70,SM Black Star Promos
ex3-92,https://images.pokemontcg.io/ex3/92_hires.png,"A Basic, EX Pokemon Card of type Water with the title Kingdra ex and 150 HP of rarity Rare Holo EX evolved from Seadra from the set Dragon.  It has the attack Genetic Memory with the cost Water, the energy cost 1 with the description: Use any attack from Kingdra ex's Basic Pokemon card or Stage 1 Evolution card. (Kingdra ex doesn't have to pay for that attack's Energy cost.) It has the attack Hydrocannon with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50+ with the description: Does 50 damage plus 20 more damage for each Water Energy attached to Kingdra ex but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way. It has weakness against Grass 2 and . Lightning 2. ",Kingdra ex,150,Dragon
ex2-84,https://images.pokemontcg.io/ex2/84_hires.png,"A Basic Pokemon Card of type Water with the title Wingull and 40 HP of rarity Common from the set Sandstorm.  It has the attack Supersonic with the cost Colorless, the energy cost 1 with the description: Flip a coin. If heads, the Defending Pokemon is now Confused. It has weakness against Lightning 2. It has resistance against Fighting -30. ",Wingull,40,Sandstorm
ecard2-66,https://images.pokemontcg.io/ecard2/66_hires.png,"A Basic Pokemon Card of type Water with the title Wooper and 50 HP of rarity Uncommon from the set Aquapolis.  It has the attack Tail Whap with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Deep Dive with the cost Water, the energy cost 1 with the description: Flip 3 coins. For each heads, remove 1 damage counter on Wooper. It has weakness against Grass 2. ",Wooper,50,Aquapolis
bw2-83,https://images.pokemontcg.io/bw2/83_hires.png,"A Basic Pokemon Card of type Colorless with the title Audino and 90 HP of rarity Uncommon from the set Emerging Powers and the flavor text: Its auditory sense is astounding. It has a radar-like ability to understand its surrounding through slight sounds. It has the attack Powerful Slap with the cost Colorless, the energy cost 1 and the damage of 40 with the description: Flip a coin for each Energy attached to this Pokemon. This attack does 40 damage times the number of heads. It has the attack Heal Pulse with the cost Colorless, Colorless, Colorless, the energy cost 3 with the description: Heal 50 damage from 1 of your Pokemon. It has weakness against Fighting 2. ",Audino,90,Emerging Powers
pl1-91,https://images.pokemontcg.io/pl1/91_hires.png,"A Basic Pokemon Card of type Fighting with the title Riolu and 60 HP of rarity Common from the set Platinum and the flavor text: It has the peculiar power of being able to see emotions such as joy and rage in the form of waves. It has the attack Light Punch with the cost the energy cost 0 and the damage of 10. It has the attack Steady Punch with the cost Colorless, Colorless, the energy cost 2 and the damage of 20+ with the description: Flip a coin. If heads, this attack does 20 damage plus 10 more damage. It has weakness against Psychic +10. ",Riolu,60,Platinum
xy10-87,https://images.pokemontcg.io/xy10/87_hires.png,"A Basic Pokemon Card of type Colorless with the title Minccino and 50 HP of rarity Common from the set Fates Collide and the flavor text: These Pokemon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms. It has the attack Tail Smack with the cost Colorless, the energy cost 1 and the damage of 20. It has weakness against Fighting 2. ",Minccino,50,Fates Collide
smp-SM86,https://images.pokemontcg.io/smp/SM86_hires.png,"A Basic Pokemon Card of type Lightning with the title Pikachu and 60 HP of rarity Promo from the set SM Black Star Promos and the flavor text: A plan was recently announced to gather many Pikachu and make an electric power plant. It has the attack Tail Whap with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Spark with the cost Lightning, Colorless, the energy cost 2 and the damage of 20 with the description: This attack does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Fighting 2. It has resistance against Metal -20. ",Pikachu,60,SM Black Star Promos
hgss2-92,https://images.pokemontcg.io/hgss2/92_hires.png,"A LEGEND Pokemon Card of type Lightning, Water with the title Raikou & Suicune LEGEND and 160 HP of rarity LEGEND from the set HSUnleashed.  It has the attack Thunderbolt Spear with the cost Lightning, Lightning, Colorless, the energy cost 3 and the damage of 150 with the description: Raikou & Suicune LEGEND does 50 damage to itself and don't apply Weakness to this damage. It has the attack Aurora Gain with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: Remove 5 damage counters from Raikou & Suicune LEGEND. It has weakness against Fighting 2 and . Lightning 2. ",Raikou & Suicune LEGEND,160,HS—Unleashed
ecard3-58,https://images.pokemontcg.io/ecard3/58_hires.png,"A Basic Pokemon Card of type Psychic with the title Girafarig and 60 HP of rarity Common from the set Skyridge.  It has the attack Energy Patch with the cost Psychic, the energy cost 1 with the description: Take a basic Energy card attached to 1 of your Pokemon and attach it to another of your Pokemon. It has the attack Syncroblast with the cost Psychic, Colorless, the energy cost 2 and the damage of 40 with the description: If Girafarig and the Defending Pokemon don't have the same number of Energy cards attached to them, this attack's base damage is 10 instead of 40. It has weakness against Psychic 2. ",Girafarig,60,Skyridge
base6-87,https://images.pokemontcg.io/base6/87_hires.png,"A Basic Pokemon Card of type Fire with the title Ponyta and 40 HP of rarity Common from the set Legendary Collection and the flavor text: Its hooves are 10 times harder than diamonds. It can trample anything flat in moments. It has the attack Smash Kick with the cost Colorless, Colorless, the energy cost 2 and the damage of 20. It has the attack Flame Tail with the cost Fire, Fire, the energy cost 2 and the damage of 30. It has weakness against Water 2. ",Ponyta,40,Legendary Collection
