card_id,attack_name,description,damage
dp2-7,Leaf Tornado,You may move any number of basic Grass Energy cards attached to your Pokémon to your other Pokémon in any way you like.,30
dp2-8,Energy Cyclone,Choose as many Energy cards from your hand as you like and show them to your opponent. This attack does 20 damage times the number of Energy cards you chose. Put those Energy cards on top of your deck. Shuffle your deck afterward.,20×
dp2-8,Breaking Tail,Choose 1 card from your opponent's hand without looking and discard it.,60
dp2-9,Dragon Fang,,70
dp2-10,Dark Wing Flaps,"Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck.",50
dp2-11,Reverse Stream,"Does 30 damage plus 10 more damage for each Water Energy attached to Lumineon. Then, return all Water Energy attached to Lumineon to your hand.",30+
dp2-12,Smoke Bomb,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",30
dp2-12,Flame Drum,"If Magby isn't anywhere under Magmortar, discard 2 Energy cards from your hand. (If you can't discard 2 Energy cards from your hand, this attack does nothing.)",80
dp2-13,Ultra Powder,"Flip 3 coins. If the first coin is heads, the Defending Pokémon is now Poisoned. If the second coin is heads, the Defending Pokémon is now Burned. If the third coin is heads, the Defending Pokémon is now Paralyzed.",20
dp2-13,Fire Counterattack,"If your opponent has any Fire Pokémon in play, this attack does 60 damage plus 30 more damage.",60+
dp2-14,Teleportation Burst,You may switch Mesprit with 1 of your Benched Pokémon.,30
dp2-15,Electromagnetic Induction,Search your deck for up to 2 Lightning Energy cards and attach them to 1 of your Pokémon. Shuffle your deck afterward.,
dp2-15,Explosive Thunder,Discard all basic Lightning Energy cards attached to Raichu. This attack does 30 damage times the number of Lightning Energy cards you discarded.,30×
dp2-16,Evaporating Heat,Discard a Water Energy attached to the Defending Pokémon.,60
dp2-17,Payback,"If your opponent has only 1 Prize card left, this attack does 40 damage plus 40 more damage and discard the top 3 cards from your opponent's deck.",40+
dp2-17,Ground Burn,Each player discards the top card of his or her deck. This attack does 80 damage plus 20 more damage for each Energy card discarded in this way.,80+
dp2-18,Mind Off,"If you have Mesprit and Azelf in play, this attack does 10 damage plus 20 more damage and the Defending Pokémon is now Asleep.",10+
dp2-19,Heavy Blizzard,"Flip a coin. If heads, put 1 damage counter on each of your opponent's Benched Pokémon.",60
dp2-20,Offensive Needle,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. If tails, the Defending Pokémon is now Paralyzed.",20
dp2-21,Anger Revenge,"If Bastiodon was damaged by an attack during your opponent's last turn, this attack does 40 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",60
dp2-22,Call In,"Draw a card. If Chingling is anywhere under Chimecho, draw 2 more cards.",
dp2-22,Strange Bell,"If the Defending Pokémon is a Basic Pokémon, that Pokémon is now Confused.",20
dp2-23,Strike and Fade,"Choose 1 of your opponent's Pokémon. This attack does 50 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Flip a coin. If tails, shuffle Crobat and all cards attached to it back into your deck.",
dp2-24,String Bomb,Flip a coin for each basic Energy card attached to Exeggutor and to the Defending Pokémon. This attack does 30 damage times the number of heads.,30×
dp2-24,Nutritional Support,Search your deck for up to 2 Grass Energy cards and attach them to any of your Pokémon in any way you like. Shuffle your deck afterward.,
dp2-25,Intimidation Pebble,"Flip a coin. If heads, your opponent can't play any Trainer cards or Supporter cards from his or her hand during your opponent's next turn.",50
dp2-26,Enrage,"Flip a coin until you get tails. For each heads, choose 1 card from your opponent's hand without looking and discard it. If the first coin is tails, Gyarados is now Confused.",80
dp2-27,Sore Performance,The Defending Pokémon is now Asleep.,20
dp2-27,Concerto,Does 40 damage plus 10 more damage for each Kricketot and each Kricketune you have in play.,40+
dp2-28,Lightning Twister,Does 20 damage times the number of basic Energy cards attached to Manectric.,20×
dp2-28,Chain Lightning,Does 20 damage to each of your opponent's Benched Pokémon that is the same type as the Defending Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),70
dp2-29,Giant Wave,Mantine can't use Giant Wave during your next turn.,50
dp2-30,Trick Play,"Put a coin next to your Active Pokémon without showing your opponent and cover it with your hand. Your opponent guesses if the coin is heads or tails. If he or she is wrong, this attack does 50 damage to the Defending Pokémon. If he or she is right, Mr. Mime does 20 damage to itself, and this attack's damage isn't affected by Weakness or Resistance.",
dp2-31,Give Aid,"If you have the same number of or less Benched Pokémon than your opponent, this attack's base damage is 50 instead of 90.",90
dp2-32,Fire Blast,Discard a Fire Energy attached to Ninetales.,60
dp2-33,Assurance,"As long as the Defending Pokémon's remaining HP is 60 or less, this attack's base damage is 60 instead of 30.",30
dp2-33,Hasty Headbutt,"Rampardos does 20 damage to itself. This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",100
dp2-34,Lazy Blow,,50
dp2-35,Sidestep,"If Bonsly is anywhere under Sudowoodo, flip a coin. If heads, prevent all effects of an attack, including damage, done to Sudowoodo during your opponent's next turn.",20
dp2-35,Persuade,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon. The new Defending Pokémon can't retreat during your opponent's next turn.,30
dp2-36,Knuckle Claws,The Defending Pokémon is now Poisoned.,30
dp2-37,Hidden Power,Choose an Energy card attached to the Defending Pokémon and put it face down. Treat that card as a Special Energy card that provides Colorless Energy and doesn't have any effect other than providing Energy. Put that card face up at the end of your opponent's next turn.,
dp2-38,Bad Temper,"The Defending Pokémon is now Confused. During your opponent's next turn, that Pokémon's attacks do 60 more damage to the Active Pokémon (before applying Weakness and Resistance).",30
dp2-38,Defensive Claw,"If Teddiursa is on your Bench, this attack does 60 damage plus 20 more damage. If Teddiursa is on your Bench and has any damage counters on it, this attack does 60 damage plus 40 more damage and remove all damage counters from that Pokémon.",60+
dp2-39,Ice Bind,"If your opponent doesn't discard a card from his or her hand, the Defending Pokémon is now Paralyzed.",70
dp2-40,Fury,Does 20 damage times the number of damage counters on Whiscash.,20×
dp2-40,Magnitude,Does 20 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.),60
dp2-41,Evolution Impulse,"Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp2-41,Leaf Boomerang,Flip 2 coins. This attack does 30 damage times the number of heads.,30×
dp2-42,Inviting Bell,"Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp2-43,Headbutt,,20
dp2-43,Steamroll,Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),30
dp2-44,Hover Over,The Defending Pokémon can't retreat during your opponent's next turn.,30
dp2-45,Collapse,Dewgong is now Asleep.,60
dp2-46,Fury Attack,Flip 3 coins. This attack does 10 damage times the number of heads.,10×
dp2-46,Triple Pick,Choose 3 of your opponent's Evolved Pokémon. This attack does 30 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp2-47,Snake Hook,Draw a card.,
dp2-47,Bite and Run,Switch Dunsparce with 1 of your Benched Pokémon.,10
dp2-48,Gather Up,"Search your discard pile for up to 2 Energy cards, show them to your opponent, and put them into your hand.",
dp2-48,Marvelous Shine,"Flip a coin. If heads put 4 damage counters on 1 of your opponent's Pokémon. If tails, remove 4 damage counters from 1 of your Pokémon.",
dp2-49,Crane Neck,"Search your deck for a Trainer card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp2-49,Psybeam,"Flip a coin. If heads, the Defending Pokémon is now Confused.",20
dp2-50,Pulse Search,Look at your opponent's hand.,30
dp2-51,Rock Cannon,Flip a coin until you get tails. This attack does 30 damage times the number of heads.,30×
dp2-51,Rock Slide,Does 10 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),40
dp2-52,Lively,Remove 2 damage counters from 1 of your Pokémon.,
dp2-53,Mend,"Search your discard pile for a Metal Energy card and attach it to Lairon. If you do, remove 2 damage counters from Lairon.",
dp2-53,Confront,,50
dp2-54,Flare,,20
dp2-54,Flamethrower,Discard an Energy attached to Magmar.,50
dp2-55,Centrifugal Force,Does 20 damage times the number of Colorless Energy in the Defending Pokémon's Retreat Cost (after applying effects to the Retreat Cost).,20×
dp2-55,Swirling Ripple,"If your opponent has any Water Pokémon in play, this attack does 30 damage plus 30 more damage and the Defending Pokémon is now Confused.",30+
dp2-56,Rescue,"Search your discard pile for up to 2 Pokémon, show them to your opponent, and put them into your hand.",
dp2-56,Scratch,,30
dp2-57,Crash Bomber,"If the Defending Pokémon has any Special Energy cards attached to it, this attack does 30 damage plus 30 more damage. Then, discard a Special Energy card attached to the Defending Pokémon.",30+
dp2-57,Aqua Liner,Choose 1 of your opponent's Benched Pokémon. This attack does 40 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp2-58,Wild Spores,"If Parasect evolved from Paras during this turn, this attack does 40 damage and the Defending Pokémon is now Asleep and Poisoned.",20
dp2-58,Extend Fungus,Remove 2 damage counters from Parasect.,60
dp2-59,Pressurized Gas,Does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp2-59,Rocket Tackle,"Pupitar does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Pupitar by attacks during your opponent's next turn.",50
dp2-60,Fireworks,"Flip a coin. If tails, discard a Fire Energy attached to Quilava.",40
dp2-61,Spike Armor,"During your opponent's next turn, if Sandslash is damaged by an opponent's attack (even if Sandslash is Knocked Out), put 4 damage counters on the Attacking Pokémon.",
dp2-61,Poison Spike,"If the Defending Pokémon already has any damage counters on it, that Pokémon is now Poisoned.",60
dp2-62,Ice Rider,Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp2-63,Hard Face,"During your opponent's next turn, any damage done to Shieldon by attacks is reduced by 20 (after applying Weakness and Resistance).",20
dp2-63,Shield Attack,"Flip a coin. If heads, this attack does 40 damage plus 20 more damage.",40+
dp2-64,Bonus Leaf,Remove 3 damage counters from each of your Benched Pokémon that has any Grass Energy attached to it.,
dp2-64,Whirlwind,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,30
dp2-65,Hidden Power,"During your opponent's next turn, whenever your opponent flips a coin, treat it as tails.",
dp2-66,Hidden Power,"Flip a coin. If heads, this attack does 30 damage. If tails, this attack does 30 damage to 1 of your Pokémon, and this attack's damage isn't affected by Weakness or Resistance.",
dp2-67,Hidden Power,"Look at your opponent's hand and choose 1 card, then have your opponent shuffle that card into his or her deck. Then, show your opponent your hand and he or she chooses 1 card. Shuffle that card into your deck.",
dp2-68,Wake-up Punch,"If Vigoroth evolved from Slakoth during this turn and Slakoth was Asleep, this attack's base damage is 60 instead of 10.",10
dp2-68,Fury Swipes,Flip 3 coins. This attack does 30 damage times the number of heads.,30×
dp2-69,Play Search,"Look at the top 5 cards of your deck, choose 1 of them, and put it into your hand. Put the other 4 cards back on top of your deck. Shuffle your deck afterward.",
dp2-69,Ultra Evolution,Search your deck for Alakazam and put it on Abra (this counts as evolving Abra). Shuffle your deck afterward.,
dp2-70,Tail Whap,,10
dp2-70,Throw Off,"Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Before doing damage, discard all Pokémon Tool cards attached to that Pokémon.",
dp2-71,Steel Tackle,Aron does 10 damage to itself.,30
dp2-72,Mud Spit,"Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp2-74,Dull Light,"Flip a coin. If heads, the Defending Pokémon is now Confused.",20
dp2-76,Scrunch,"Flip a coin. If heads, prevent all damage done to Chansey by attacks during your opponent's next turn.",
dp2-76,Double-edge,Chansey does 60 damage to itself.,80
dp2-77,Sleep Scent,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",
dp2-77,Jump On,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",10+
dp2-78,Ghastly Sound,"Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",
dp2-78,Finger Poke,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",20
dp2-79,Tackle,,10
dp2-79,Live Coal,,20
dp2-80,Double Stab,Flip 2 coins. This attack does 10 damage times the number of heads.,10×
dp2-80,Accelerating Stab,Doduo can't use Accelerating Stab during your next turn.,30
dp2-81,Electromagnetic Jam,"Flip a coin. If heads, your opponent can't attach any Energy cards from his or her hand to the Active Pokémon during his or her next turn.",10
dp2-82,Direct-hit Bomb,"Flip a coin for each Energy attached to Exeggcute. Choose 1 of your opponent's Pokémon. For each heads, this attack does 10 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp2-83,Elegant Swim,"Flip a coin. If heads, prevent all effects of an attack, including damage, done to Finneon during your opponent's next turn.",
dp2-83,Tackle,,20
dp2-84,Stone Throw,Choose 2 of your opponent's Benched Pokémon. This attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp2-85,Push Down,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,10
dp2-86,Call for Family,Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.,
dp2-86,Sling,,10
dp2-87,Mountain Bite,"You may discard the top card of your deck. If you do, this attack does 10 damage plus 10 more damage and Larvitar is now Asleep.",10+
dp2-87,Hammer In,,20
dp2-88,Scorch,"Flip a coin. If heads, the Defending Pokémon is now Burned.",
dp2-89,Flail,Does 10 damage times the number of damage counters on Magikarp.,10×
dp2-89,Dragon Rage,"Flip 2 coins. If either of them is tails, this attack does nothing.",60
dp2-90,Swarm,Search your deck for Murkrow and put it onto your Bench. Shuffle your deck afterward.,
dp2-90,Hide Crowd,Switch Murkrow with 1 of your Benched Pokémon.,20
dp2-91,Call for Family,Search your deck for Nidoran ♂ or Nidoran ♀ and put it onto your Bench. Shuffle your deck afterward.,
dp2-91,Poison Sting,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",20
dp2-92,Scratch,,10
dp2-92,Mushroom Tackle,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp2-93,Chupi,"Flip a coin. If tails, this attack does nothing.",20
dp2-94,BikaBika,"Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",20+
dp2-95,Sharpshooting,Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp2-95,Numbing Water,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp2-96,Sand Attack,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",
dp2-96,Ram,,30
dp2-97,Freezing Headbutt,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
dp2-99,Drowsy,Both Slakoth and the Defending Pokémon are now Asleep.,
dp2-100,Collect,Draw a card.,
dp2-100,Snowball,"Flip a coin. If tails, this attack does nothing.",20
dp2-101,Curiosity,Look at your opponent's hand.,
dp2-101,Snowball Fight,"Flip a coin. If tails, Snover does 10 damage to itself.",30
dp2-102,Rollout,,10
dp2-102,Willpower,"Flip a coin. If heads, during your next turn, Spheal's Rollout attack's base damage is 40.",
dp2-103,Impound,The Defending Pokémon can't retreat during your opponent's next turn.,
dp2-103,Double Scratch,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
dp2-104,Sleep Inducer,Switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. The new Defending Pokémon is now Asleep.,
dp2-105,Rest,Remove all Special Conditions and 2 damage counters from Teddiursa. Teddiursa is now Asleep.,
dp2-105,Sweet Palm,"Before doing damage, remove 1 damage counter from the Defending Pokémon.",30
dp2-106,Bite,,10
dp2-106,Shining Fang,"If the Defending Pokémon already has any damage counters on it, this attack does 10 damage plus 10 more damage.",10+
dp2-107,Fire Soul,Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),20
dp2-108,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
dp2-108,Bite,,20
pop6-1,Anger Revenge,"If Bastiodon was damaged by an attack during your opponent's last turn, this attack does 40 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",60
pop6-2,Feint,This attack's damage isn't affected by Resistance.,30
pop6-2,Aura Sphere,Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),40
pop6-3,Call for Family,Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.,
pop6-3,Aqua Ring,Switch Manaphy with 1 of your Benched Pokémon.,30
pop6-4,Minor Errand-Running,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
pop6-4,Thunder Jolt,"Flip a coin. If tails, Pachirisu does 10 damage to itself.",20
pop6-5,Assurance,"As long as the Defending Pokémon's remaining HP is 60 or less, this attack's base damage is 60 instead of 30.",30
pop6-5,Hasty Headbutt,"Rampardos does 20 damage to itself. This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",100
pop6-6,Blowing Wind,"Flip a coin. If heads, put 1 of your Benched Pokémon and all cards attached to it on top of your deck. Shuffle your deck afterward.",
pop6-6,Ominous Wind,"Flip a coin. If heads, the Defending Pokémon is now Confused and can't retreat during your opponent's next turn.",10
pop6-8,Wild Kick,"Flip a coin. If tails, this attack does nothing.",30
pop6-10,Whirlwind,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,20
pop6-10,Clutch,The Defending Pokémon can't retreat during your opponent's next turn.,20
pop6-11,Amnesia,Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.,
pop6-11,Scavenge,"Search your discard pile for a Trainer card, show it to your opponent, an put it into your hand.",
pop6-12,Splash,,10
pop6-12,Jump Kick,Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),10
pop6-13,Sleep Powder,The Defending Pokémon is now Asleep.,
pop6-13,Leech Seed,"If this attack does any damage to the Defending Pokémon (after applying Weakness and Resistance), remove 1 damage counter from Cherubi.",20
pop6-14,Scratch,,10
pop6-14,Ember,Flip a coin. If heads discard a Fire Energy attached to Chimchar.,30
pop6-15,Peck,,10
pop6-15,Water Spash,"Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",20+
pop6-16,Gust,,10
pop6-16,Quick Attack,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage.",10+
pop6-17,Tackle,,10
pop6-17,Razor Leaf,,20
dp3-1,Cluster Bolt,"You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokémon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",70
dp3-2,Hydro Pump,Does 50 damage plus 20 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.,50+
dp3-3,Blast Burn,"Flip a coin. If heads, discard 2 Energy cards attached to Charizard. If tails, discard 4 Energy cards attached to Charizard. (If you can't, this attack does nothing.)",120
dp3-4,Blaze Roar,"Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Flip a coin. If tails, discard 2 Fire Energy attached to Entei.",60
dp3-5,Sand Sonic,"If you attach a Fighting Energy card from your hand to Flygon during this turn, this attack does 60 damage plus 20 more damage.",60+
dp3-6,Sonic Blade,"Put damage counters on the Defending Pokémon until it is 50 HP away from being Knocked Out. If you do, your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",
dp3-6,Psychic Cut,"You may choose as many of your face-down Prize cards as you like and put them face up. If you do, this attack does 60 damage plus 20 more damage for each Prize card you chose. (These cards remain face up for the rest of the game.)",60+
dp3-7,Psychic Lock,"During your opponent's next turn, your opponent can't use any Poké-Powers on his or her Pokémon.",60
dp3-8,Dwindling Wave,Does 80 damage minus 10 damage for each damage counter on Gastrodon East Sea.,80-
dp3-9,Raging Flood,"Does 20 damage plus 10 more damage for each damage counter on Gastrodon West Sea. Then, remove 2 damage counters from Gastrodon West Sea.",20+
dp3-9,Wild Waves,Put 1 damage counter on each Benched Pokémon (both yours and your opponent's).,80
dp3-10,Rainbow Wing,This attack does 20 damage times the number of different types of basic Energy cards attached to Ho-Oh.,20×
dp3-11,Cottonweed Punch,"Flip 2 coins. Choose 1 of your opponent's Pokémon. For each heads, this attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp3-12,Tongue Reel,"Choose 1 of your opponent's Pokémon. If you choose a Benched Pokémon, switch the Defending Pokémon with that Pokémon. This attack does 20 damage to the Pokémon you chose. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
dp3-12,Boundless Power,"During your next turn, Lickilicky can't attack.",80
dp3-13,Nature Power,"If you have a Stadium Card in play, this attack does 60 damage plus 20 more damage. If your opponent has a Stadium card in play, the Defending Pokémon is now Confused.",60+
dp3-14,Silver Wing,"Flip a coin. If heads, choose an Energy card attached to the Defending Pokémon and return it to your opponent's hand.",20
dp3-14,Psychic Destruction,"If the Defending Pokémon has any Energy cards attached to it, this attack's base damage is 40 instead of 120.",120
dp3-15,Psychic Balance,"If you have less cards in your hand than your opponent, draw cards until you have the same number of cards as your opponent. (If you have more or the same number of cards in your hand as your opponent, this attack does nothing.)",
dp3-15,Re-creation,Choose an attack on 1 of your opponent's Pokémon in his or her discard pile. Re-creation copies that attack except for its Energy cost. (You must still do anything else required for that attack.) Mew performs that attack.,
dp3-16,Thunder Climb,"Discard 3 cards from the top of your deck. This attack does 50 damage plus 10 more damage for each Lightning Energy card you discarded. Then, attach those Lightning Energy cards to 1 of your Pokémon.",50+
dp3-17,Sleep Poison,The Defending Pokémon is now Asleep and Poisoned.,20
dp3-17,Magical Leaf,"Flip a coin. If heads, this attack does 40 damage plus 30 more damage and remove 3 damage counters from Roserade.",40+
dp3-18,Direct Hit,"This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",50
dp3-18,Dragon Finish,"Discard 2 basic Fire Energy cards or 2 basic Water Energy cards attached to Salamence. If you discarded 2 basic Fire Energy cards, this attack does 100 damage to the Defending Pokémon. If you discarded 2 Basic Water Energy cards, this attack does 100 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (If you can't discard cards, this attack does nothing.)",
dp3-19,Cure Stream,"During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 20 (before applying Weakness and Resistance).",60
dp3-20,Giant Bloom,"Flip a coin. If heads, remove 4 damage counters from Venusaur.",60
dp3-21,Baleful Wind,"Choose a card from your opponent's hand without looking and discard it. If you discarded a Trainer, Supporter, or Stadium card, choose 1 more card from your opponent's hand without looking and discard it.",
dp3-21,Raid,"If you played Absol from your hand during this turn, this attack's base damage is 40 instead of 10.",10
dp3-22,Inferno Onrush,Arcanine does 40 damage to itself.,120
dp3-23,Ghost Head,Put as many damage counters as you like on Banette. (You can't put more than Banette's remaining HP.) Put that many damage counters on the Defending Pokémon.,
dp3-23,Spiteful Pain,"If Banette is in your discard pile, this attack does 40 damage plus 40 more damage, then search your discard pile for Banette, show it to your opponent, and shuffle it into your deck.",40+
dp3-24,Dig Trap,"Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of an attack, including damage, done to Dugtrio during your opponent's next turn. If Dugtrio is your Active Pokémon at the end of your opponent's next turn, put 6 damage counters on 1 of your opponent's Benched Pokémon.",
dp3-24,Pit Trap,"Your opponent flips a coin. If tails, this attack does 50 damage plus 50 more damage.",50+
dp3-25,Discharge,Discard all Lightning Energy attached to Electivire. Flip a coin for each Lightning Energy you discarded. This attack does 50 damage times the number of heads.,50×
dp3-26,Ion Blast,"You may do 40 damage plus 60 more damage. If you do, Electrode does 100 damage to itself.",40+
dp3-27,Keen Eye,Search your deck for up to 2 cards and put them into your hand. Shuffle your deck afterward.,
dp3-27,Baton Pass,"You may switch Furret with 1 of your Benched Pokémon. If you do, move as many Energy cards attached to Furret as you like to the new Active Pokémon.",40
dp3-28,Encore,Choose 1 of the Defending Pokémon's attacks. That Pokémon can use only that attack during your opponent's next turn.,20
dp3-28,Break Beam,"You may do 40 damage plus 20 more damage. If you do, Golduck is now Confused.",40+
dp3-29,Double Throw,Choose 2 of your opponent's Pokémon. This attack does 30 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp3-29,Megaton Rock,"You may do 40 damage instead of 80 to the Defending Pokémon. If you do, during your opponent's next turn, any damage done to Golem by attacks is reduced by 40 (after applying Weakness and Resistance).",80
dp3-30,Icy Kiss,"If Jynx was damaged by an attack during your opponent's last turn, the Defending Pokémon is now Paralyzed.",30
dp3-30,Lovely Kiss,"Move 2 damage counters from Jynx to the Defending Pokémon. If Smoochum is anywhere under Jynx, move 4 damage counters instead.",
dp3-31,Flame Blast,Does 20 damage times the number of Fire Energy attached to Magmortar.,20×
dp3-31,Fireball Bazooka,Does 20 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),40
dp3-32,Tag Play —,"If you have Plusle on your Bench, you may move an Energy card attached to Minun to 1 of your Benched Pokémon.",20
dp3-33,Silver Wind,"During your next turn, if an attack does damage to the Defending Pokémon (after applying Weakness and Resistance), that attack does 40 more damage.",
dp3-33,Raging Scales,"If Mothim has any damage counters on it, this attack does 30 damage plus 40 more damage.",30+
dp3-34,Poison Rub,"The Defending Pokémon is now Poisoned. Before doing damage, you may switch 1 of the Defending Pokémon with 1 of your opponent's Benched Pokémon. The new Defending Pokémon is now Poisoned.",20
dp3-34,Pride Attack,Flip a coin for each Nidoqueen on your Bench. This attack does 60 damage plus 30 more damage for each heads.,60+
dp3-35,Mirror Move,"If Pidgeot was damaged by an attack during your opponent's last turn, this attack does the same amount of damage done to Pidgeot to the Defending Pokémon.",
dp3-35,Whirlwind,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,50
dp3-36,Tag Play +,"If you have Minun on your Bench, you may do 20 damage to any 1 Benched Pokémon instead. (Don't apply Weakness and Resistance for Benched Pokémon.)",20
dp3-37,Strike Wound,"If the Defending Pokémon has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage. This attack damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.",60+
dp3-38,Petal Dance,"Flip 3 coins. This attack does 30 damage times the number of heads. If you get 2 or more heads, Sunflora is now Confused.",30×
dp3-39,Hidden Power,"Flip a coin. If heads, the Defending Pokémon is now Confused.",10
dp3-40,Shadow Charge,Search your deck for up to 2 Darkness Energy cards and attach them to any of your Pokémon in any way you like. Shuffle your deck afterward.,
dp3-40,Chip Off,"If your opponent has 6 or more cards in his or her hand, discard a number of cards without looking until your opponent has 5 cards left in his or her hand.",40
dp3-41,Leaf Hurricane,"If the Defending Pokémon has fewer remaining HP than Wormadam Plant Cloak, the Defending Pokémon is now Confused.",60
dp3-42,Push Over,Does 40 damage plus 10 damage for each Fighting Energy attached to Wormadam Sandy Cloak.,40+
dp3-43,Iron Tackle,Wormadam Trash Cloak does 20 damage to itself.,70
dp3-44,Energy Singe,Choose 1 of your opponent's Pokémon. This attack does 20 damage plus 10 more damage for each Energy attached to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp3-45,Drain Punch,Remove from Breloom a number of damage counters equal to the amount of Energy attached to the Defending Pokémon.,40
dp3-45,Homing Uppercut,"If the Defending Pokémon's Retreat Cost is 0, this attack does 60 damage plus 60 more damage.",60+
dp3-46,Fire Fang,The Defending Pokémon is now Burned.,20
